Target,VulnerabilityID,Package,InstalledVersion,FixedVersion,Severity,Title,PrimaryURL
usr/bin/bsondump,CVE-2025-68121,stdlib,v1.25.5,"1.24.13, 1.25.7, 1.26.0-rc.3",CRITICAL,"During session resumption in crypto/tls, if the underlying Config has  ...",https://avd.aquasec.com/nvd/cve-2025-68121
usr/bin/bsondump,CVE-2025-61726,stdlib,v1.25.5,"1.24.12, 1.25.6",HIGH,golang: net/url: Memory exhaustion in query parameter parsing in net/url,https://avd.aquasec.com/nvd/cve-2025-61726
usr/bin/bsondump,CVE-2025-61728,stdlib,v1.25.5,"1.24.12, 1.25.6",HIGH,golang: archive/zip: Excessive CPU consumption when building archive index in archive/zip,https://avd.aquasec.com/nvd/cve-2025-61728
usr/bin/bsondump,CVE-2025-61730,stdlib,v1.25.5,"1.24.12, 1.25.6",HIGH,During the TLS 1.3 handshake if multiple messages are sent in records  ...,https://avd.aquasec.com/nvd/cve-2025-61730
usr/bin/mongodump,CVE-2025-68121,stdlib,v1.25.5,"1.24.13, 1.25.7, 1.26.0-rc.3",CRITICAL,"During session resumption in crypto/tls, if the underlying Config has  ...",https://avd.aquasec.com/nvd/cve-2025-68121
usr/bin/mongodump,CVE-2025-61726,stdlib,v1.25.5,"1.24.12, 1.25.6",HIGH,golang: net/url: Memory exhaustion in query parameter parsing in net/url,https://avd.aquasec.com/nvd/cve-2025-61726
usr/bin/mongodump,CVE-2025-61728,stdlib,v1.25.5,"1.24.12, 1.25.6",HIGH,golang: archive/zip: Excessive CPU consumption when building archive index in archive/zip,https://avd.aquasec.com/nvd/cve-2025-61728
usr/bin/mongodump,CVE-2025-61730,stdlib,v1.25.5,"1.24.12, 1.25.6",HIGH,During the TLS 1.3 handshake if multiple messages are sent in records  ...,https://avd.aquasec.com/nvd/cve-2025-61730
usr/bin/mongoexport,CVE-2025-68121,stdlib,v1.25.5,"1.24.13, 1.25.7, 1.26.0-rc.3",CRITICAL,"During session resumption in crypto/tls, if the underlying Config has  ...",https://avd.aquasec.com/nvd/cve-2025-68121
usr/bin/mongoexport,CVE-2025-61726,stdlib,v1.25.5,"1.24.12, 1.25.6",HIGH,golang: net/url: Memory exhaustion in query parameter parsing in net/url,https://avd.aquasec.com/nvd/cve-2025-61726
